organism,seedid,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,ncbiid,platform,kingdom,phylum,class,order,family,genus,species,file,strain,kbaseid,id,summary_rank,tax,samples,relative,reads
Anaerostipes hadrus DSM 3319,Anaerostipes hadrus DSM 3319 (649757.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,812.0,1704.0,1227.0,chenry,09/10/14,649757.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,Anaerostipes_hadrus.json,Anaerostipes hadrus DSM 3319,kb|g.32259,Anaerostipes_hadrus,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,SRR15123486,0.005183536369569855,51.83536369569855
,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides_difficile,SRR15123486,0.09999999999999999,999.9999999999999
Peptostreptococcus anaerobius DSM 2949,Peptostreptococcus anaerobius DSM 2949 (1122950.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,,594.0,1175.0,906.0,Laura Kutt,04/18/16,1035196.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus anaerobius,Peptostreptococcus_anaerobius.json,Peptostreptococcus anaerobius DSM 2949,kb|g.29656,Peptostreptococcus_anaerobius,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_anaerobius,SRR15123486,0.01040125343963682,104.0125343963682
Veillonella atypica ACS-049-V-Sch6,Veillonella atypica ACS-049-V-Sch6 (866776.4),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,664.0,1121.0,896.0,Laura Kutt,04/18/16,866776.0,ModelSEED,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella atypica,Veillonella_atypica.json,Veillonella atypica ACS-049-V-Sch6,kb|g.3463,Veillonella_atypica,species,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica,SRR15123486,0.013065170360651102,130.651703606511
,,Facultative anaerobe,,Negative,,,,,,,,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia_coli.json,,,Escherichia_coli,species,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,SRR15123486,0.6274908146600172,6274.908146600173
Proteus mirabilis ATCC 29906,Proteus mirabilis ATCC 29906 (525369.4),Facultative anaerobe,"fermentative, respiratory",Negative,,1017.0,1566.0,1109.0,,,525369.0,ModelSEED,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus mirabilis,Proteus_mirabilis.json,Proteus mirabilis ATCC 29906,kb|g.2021,Proteus_mirabilis,species,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus|s__Proteus_mirabilis,SRR15123486,0.002935374173992706,29.35374173992706
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,,,,,,,,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium_longum.json,,,Bifidobacterium_longum,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,SRR15123487,0.018904653991635142,189.04653991635143
Bifidobacterium pseudolongum subsp. Pseudolongum DSM 20099,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,469.0,1097.0,874.0,chenry,04/15/16,1437595.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum,Bifidobacterium_pseudolongum.json,Bifidobacterium pseudolongum subsp. Pseudolongum DSM 20099,kb|g.239965,Bifidobacterium_pseudolongum,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,SRR15123487,0.018904653991635142,189.04653991635143
Eggerthella lenta DSM 2243,Eggerthella lenta DSM 2243 (479437.5),Nanaerobe,Asaccharolytic,Positive,Commensal,594.0,1046.0,848.0,chenry,09/09/14,479437.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella_lenta.json,Eggerthella lenta DSM 2243,kb|g.1738,Eggerthella_lenta,species,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta,SRR15123487,0.004333186143002349,43.33186143002349
,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,Bacteroides_eggerthii.json,,,Bacteroides_eggerthii,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii,SRR15123487,0.20131025777748152,2013.1025777748152
Bacteroides faecis MAJ27,Bacteroides faecis MAJ27 (1077285.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,935.0,1223.0,980.0,chenry,04/15/16,1077285.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,Bacteroides_faecis.json,Bacteroides faecis MAJ27,kb|g.23927,Bacteroides_faecis,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis,SRR15123487,0.02382946194991085,238.2946194991085
,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,Bacteroides_fragilis.json,,,Bacteroides_fragilis,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,SRR15123487,0.006673429090363754,66.73429090363754
"Bacteroides intestinalis 341, DSM 17393",Bacteroides intestinalis DSM 17393 (471870.8),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,817.0,2372.0,1356.0,Ines Thiele,04/20/12,329854.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinalis,Bacteroides_intestinalis.json,"Bacteroides intestinalis 341, DSM 17393",,Bacteroides_intestinalis,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis,SRR15123487,0.001526294302901038,15.262943029010382
,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides_ovatus.json,,,Bacteroides_ovatus,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus,SRR15123487,0.015530010164464364,155.30010164464363
Bacteroides uniformis ATCC 8492,Bacteroides uniformis ATCC 8492 (411479.10),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851.0,1196.0,962.0,Ines Thiele,04/20/12,411479.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides_uniformis.json,Bacteroides uniformis ATCC 8492,,Bacteroides_uniformis,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,SRR15123487,0.09253932481295718,925.3932481295718
,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,Bacteroides_xylanisolvens.json,,,Bacteroides_xylanisolvens,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens,SRR15123487,0.022814306900171628,228.14306900171627
Parabacteroides goldsteinii dnLKV18,Parabacteroides goldsteinii dnLKV18 (1235789.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,949.0,1345.0,1056.0,chenry,04/15/16,1235789.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii,Parabacteroides_goldsteinii.json,Parabacteroides goldsteinii dnLKV18,kb|g.31352,Parabacteroides_goldsteinii,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,SRR15123487,0.0015361671637811806,15.361671637811806
Parabacteroides merdae ATCC 43184,Parabacteroides merdae ATCC 43184 (411477.4),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,732.0,2474.0,1396.0,Ines Thiele,04/20/12,411477.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,Parabacteroides_merdae.json,Parabacteroides merdae ATCC 43184,,Parabacteroides_merdae,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae,SRR15123487,0.037675212037391895,376.75212037391896
,,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,,,,,,,Kbase,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus,Lactobacillus_acidophilus.json,,,Lactobacillus_acidophilus,species,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus,SRR15123487,0.0010775165380834152,10.775165380834153
,,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,,,,,,,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Limosilactobacillus_fermentum.json,,,Limosilactobacillus_fermentum,species,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_fermentum,SRR15123487,0.0035756002866045686,35.756002866045684
Streptococcus gordonii str. Challis substr. CH1,Streptococcus gordonii str. Challis substr. CH1 (467705.8),Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,636.0,1303.0,954.0,Laura Kutt,04/18/16,467705.0,Kbase,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gordonii,Streptococcus_gordonii.json,Streptococcus gordonii str. Challis substr. CH1,kb|g.1638,Streptococcus_gordonii,species,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii,SRR15123487,0.0010528968723443255,10.528968723443255
Streptococcus parasanguinis ATCC 903,Streptococcus parasanguinis ATCC 903 (888048.3),Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,624.0,1174.0,888.0,Laura Kutt,04/18/16,888048.0,ModelSEED,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,Streptococcus_parasanguinis.json,Streptococcus parasanguinis ATCC 903,kb|g.3590,Streptococcus_parasanguinis,species,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,SRR15123487,0.017245388499158517,172.45388499158517
Streptococcus salivarius JIM8777,Streptococcus salivarius JIM8777 (347253.5),Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Commensal,605.0,1190.0,881.0,Laura Kutt,04/18/16,347253.0,Kbase,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,Streptococcus_salivarius.json,Streptococcus salivarius JIM8777,kb|g.26457,Streptococcus_salivarius,species,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,SRR15123487,0.059859405462149864,598.5940546214987
Streptococcus thermophilus LMG 18311,Streptococcus thermophilus LMG 18311 (264199.4),Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,570.0,954.0,748.0,Ines Thiele,08/07/12,264199.0,ModelSEED,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,Streptococcus_thermophilus.json,Streptococcus thermophilus LMG 18311,,Streptococcus_thermophilus,species,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus,SRR15123487,0.02602248679452785,260.2248679452785
Eubacterium ramulus ATCC 29099,,Obligate anaerobe,"Saccharolytic, fermentative, acetate converted to butyrate",Positive,Commensal,681.0,1129.0,910.0,chenry,09/09/14,1256908.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium ramulus,Eubacterium_ramulus.json,Eubacterium ramulus ATCC 29099,kb|g.208433,Eubacterium_ramulus,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus,SRR15123487,0.0017065052571942744,17.065052571942743
Anaerostipes hadrus DSM 3319,Anaerostipes hadrus DSM 3319 (649757.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,812.0,1704.0,1227.0,chenry,09/10/14,649757.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,Anaerostipes_hadrus.json,Anaerostipes hadrus DSM 3319,kb|g.32259,Anaerostipes_hadrus,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,SRR15123487,0.027431181577324912,274.3118157732491
Blautia wexlerae DSM 19850,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,855.0,1249.0,1006.0,Laura Kutt,04/18/16,1121115.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia wexlerae,Blautia_wexlerae.json,Blautia wexlerae DSM 19850,kb|g.207068,Blautia_wexlerae,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae,SRR15123487,0.04055833736023861,405.5833736023861
Coprococcus catus GD/7,Coprococcus catus GD/7 (717962.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,,843.0,1783.0,1276.0,Laura Kutt,04/18/16,717962.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus catus,Coprococcus_catus.json,Coprococcus catus GD/7,kb|g.3102,Coprococcus_catus,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus,SRR15123487,0.0031093263126322625,31.093263126322626
Coprococcus comes ATCC 27758,Coprococcus comes ATCC 27758 (470146.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,735.0,1074.0,879.0,Ines Thiele,04/20/12,470146.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus comes,Coprococcus_comes.json,Coprococcus comes ATCC 27758,,Coprococcus_comes,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes,SRR15123487,0.0018421008781430688,18.42100878143069
Dorea longicatena DSM 13814,Dorea longicatena DSM 13814 (411462.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,697.0,1536.0,1131.0,Ines Thiele,06/29/12,411462.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea longicatena,Dorea_longicatena.json,Dorea longicatena DSM 13814,,Dorea_longicatena,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena,SRR15123487,0.005273857330911635,52.73857330911635
Clostridium clostridioforme CM201,Clostridium clostridioforme CM201 (999410.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Opportunistic pathogen,1278.0,1362.0,991.0,Laura Kutt,04/18/16,999410.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,Enterocloster clostridioformis,Enterocloster_clostridioformis.json,Clostridium clostridioforme CM201,kb|g.32465,Enterocloster_clostridioformis,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis,SRR15123487,0.0014139436455434654,14.139436455434655
Eubacterium eligens ATCC 27750,Eubacterium eligens ATCC 27750 (515620.4),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,658.0,1175.0,960.0,Laura Kutt,04/18/16,515620.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,Lachnospira eligens,Lachnospira_eligens.json,Eubacterium eligens ATCC 27750,kb|g.1895,Lachnospira_eligens,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_eligens,SRR15123487,0.0509488360855148,509.488360855148
Ruminococcus gnavus ATCC 29149,Ruminococcus gnavus ATCC 29149 (411470.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,768.0,2225.0,1339.0,Ines Thiele,06/25/12,411470.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,_Ruminococcus__gnavus.json,Ruminococcus gnavus ATCC 29149,,_Ruminococcus__gnavus,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_gnavus,SRR15123487,0.004410044490360422,44.10044490360421
Ruminococcus lactaris ATCC 29176,Ruminococcus lactaris ATCC 29176 (471875.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,608.0,2046.0,1255.0,Ines Thiele,04/20/12,471875.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] lactaris,_Ruminococcus__lactaris.json,Ruminococcus lactaris ATCC 29176,,_Ruminococcus__lactaris,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_lactaris,SRR15123487,0.013830753336777031,138.3075333677703
Roseburia hominis A2-183,Roseburia hominis A2-183 (585394.18),Obligate anaerobe,"Saccharolytic, fermentative, acetate converted to butyrate",Negative,Commensal,730.0,1150.0,919.0,chenry,09/10/14,585394.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,Roseburia_hominis.json,Roseburia hominis A2-183,kb|g.26995,Roseburia_hominis,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis,SRR15123487,0.0013548314531851432,13.548314531851432
,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides_difficile,SRR15123487,0.1,1000.0
Clostridium bartlettii DSM 16795,Clostridium bartlettii DSM 16795 (445973.7),Obligate anaerobe,Ferments carbohydrates and amino acids,Positive,Commensal,682.0,1381.0,1023.0,Ines Thiele,04/20/12,445973.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Intestinibacter,Intestinibacter bartlettii,Intestinibacter_bartlettii.json,Clostridium bartlettii DSM 16795,,Intestinibacter_bartlettii,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii,SRR15123487,0.0013720777164947593,13.720777164947593
,,,"Saccharolytic, fermentative, acetate converted to butyrate",Structurally positive but stains negative,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium_prausnitzii.json,,,Faecalibacterium_prausnitzii,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,SRR15123487,0.12872123539899688,1287.2123539899687
Flavonifractor plautii ATCC 29863,,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,744.0,1207.0,970.0,Laura Kutt,04/18/16,411475.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,Flavonifractor plautii,Flavonifractor_plautii.json,Flavonifractor plautii ATCC 29863,kb|g.26645,Flavonifractor_plautii,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii,SRR15123487,0.003367270424741306,33.67270424741306
